window,time,value
2020-01-23 2020-04-21,2020-02-13,0
2020-01-23 2020-04-21,2020-02-14,0
2020-01-23 2020-04-21,2020-02-15,0
2020-01-23 2020-04-21,2020-02-16,0
2020-01-23 2020-04-21,2020-02-17,0
2020-01-23 2020-04-21,2020-02-18,0
2020-01-23 2020-04-21,2020-02-19,0
2020-01-23 2020-04-21,2020-02-20,0
2020-01-23 2020-04-21,2020-02-21,42
2020-01-23 2020-04-21,2020-02-22,0
2020-01-23 2020-04-21,2020-02-23,0
2020-01-23 2020-04-21,2020-02-24,38
2020-01-23 2020-04-21,2020-02-25,0
2020-01-23 2020-04-21,2020-02-26,0
2020-01-23 2020-04-21,2020-02-27,37
2020-01-23 2020-04-21,2020-02-28,0
2020-01-23 2020-04-21,2020-02-29,0
2020-01-23 2020-04-21,2020-03-01,0
2020-01-23 2020-04-21,2020-03-02,0
2020-01-23 2020-04-21,2020-03-03,37
2020-01-23 2020-04-21,2020-03-04,0
2020-01-23 2020-04-21,2020-03-05,37
2020-01-23 2020-04-21,2020-03-06,0
2020-01-23 2020-04-21,2020-03-07,46
2020-01-23 2020-04-21,2020-03-08,45
2020-01-23 2020-04-21,2020-03-09,0
2020-01-23 2020-04-21,2020-03-10,0
2020-01-23 2020-04-21,2020-03-11,36
2020-01-23 2020-04-21,2020-03-12,0
2020-01-23 2020-04-21,2020-03-13,69
2020-01-23 2020-04-21,2020-03-14,0
2020-01-23 2020-04-21,2020-03-15,0
2020-01-23 2020-04-21,2020-03-16,33
2020-01-23 2020-04-21,2020-03-17,36
2020-01-23 2020-04-21,2020-03-18,37
2020-01-23 2020-04-21,2020-03-19,76
2020-01-23 2020-04-21,2020-03-20,0
2020-01-23 2020-04-21,2020-03-21,43
2020-01-23 2020-04-21,2020-03-22,41
2020-01-23 2020-04-21,2020-03-23,100
2020-01-23 2020-04-21,2020-03-24,0
2020-01-23 2020-04-21,2020-03-25,35
2020-01-23 2020-04-21,2020-03-26,0
2020-01-23 2020-04-21,2020-03-27,36
2020-01-23 2020-04-21,2020-03-28,0
2020-01-23 2020-04-21,2020-03-29,0
2020-01-23 2020-04-21,2020-03-30,0
2020-01-23 2020-04-21,2020-03-31,70
2020-01-23 2020-04-21,2020-04-01,0
2020-01-23 2020-04-21,2020-04-02,0
2020-01-23 2020-04-21,2020-04-03,0
2020-01-23 2020-04-21,2020-04-04,46
2020-01-23 2020-04-21,2020-04-05,0
2020-01-23 2020-04-21,2020-04-06,0
2020-01-23 2020-04-21,2020-04-07,0
2020-01-23 2020-04-21,2020-04-08,37
2020-01-23 2020-04-21,2020-04-09,0
2020-01-23 2020-04-21,2020-04-10,0
2020-01-23 2020-04-21,2020-04-11,0
2020-01-23 2020-04-21,2020-04-12,0
2020-01-23 2020-04-21,2020-04-13,0
2020-01-23 2020-04-21,2020-04-14,0
2020-01-23 2020-04-21,2020-04-15,0
2020-01-23 2020-04-21,2020-04-16,0
2020-01-23 2020-04-21,2020-04-17,0
2020-01-23 2020-04-21,2020-04-18,0
2020-01-23 2020-04-21,2020-04-19,0
